Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Lithuania,LTU,66.5564223705734,66.0519698957832,67.8605781671891,67.9635687653799,67.7933011048154,67.5910347729489,67.3495513012564,67.0619606826283,66.7187029959146,66.4645633850471,66.1744104498603,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Luxembourg,LUX,69.2470487779963,66.9823413276221,68.1413076112429,68.3629690739512,68.645480929567,68.9164085524252,69.1752291540073,69.4172017342661,69.6279252780371,69.435185941047,69.2451003076501,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,"Macao SAR, China",MAC,67.9392908543765,69.7534224810096,79.9348198121882,80.4528753056508,80.4726275346308,80.3667708979594,80.0965891626334,79.6318155647006,78.975674857141,78.0211935631943,76.9379038721937,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,"Macedonia, FYR",MKD,66.6046163063538,67.4292406351621,70.228452756836,70.4977305203601,70.7210491496987,70.8291466493349,70.8311594087696,70.7598333569997,70.6346053590906,70.3479136615981,70.0497801417078,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Madagascar,MDG,51.4122483227118,51.8820171948586,53.2985147979829,53.6440011270994,53.9693272827305,54.3519715528641,54.7630331691632,55.1609316246458,55.5225680454738,55.8286711015595,56.1008678030237,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Malawi,MWI,51.6637416499807,50.2887350859322,50.7147797813356,50.885960693198,51.0408560024951,51.3201681896442,51.6710505130949,52.0222173296155,52.3428058906746,52.7276480903404,53.0315586251693,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Malaysia,MYS,59.2771744110774,62.7199424746593,66.6485011274794,67.13254477428,67.6603226638274,68.1293052120954,68.5319592964879,68.8766616744988,69.1735728313059,69.3022167862427,69.3937446259619,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Maldives,MDV,49.6875209999328,55.5780643688655,69.1617230981013,70.0560476912905,70.8176610304133,71.4246134804753,71.8747247714502,72.2148601214461,72.4870519570844,72.4642085675011,72.470607109298,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Mali,MLI,49.5018066934839,50.1405765480242,49.7774806821877,49.7845285781142,49.5892507227178,49.4856581662519,49.4544362609175,49.4743629695159,49.5364326746682,49.6376321719391,49.7753691892667,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Malta,MLT,66.0443266352204,67.8622928998558,69.4707097054668,69.2888899569825,69.0293450487252,68.6655307054129,68.2066694073895,67.7068402377987,67.2198888722592,66.6533135209916,66.146436570845,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Marshall Islands,MHL,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Mauritania,MRT,52.1392120740442,53.702148737026,55.5086747009943,55.7048911732039,55.8771725961839,56.0597654611109,56.2490718848909,56.4483306758007,56.6607074841578,56.7773024897827,56.933987363422,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Mauritius,MUS,66.3048790189683,68.1025528521826,70.1749323164183,70.427779847831,70.6815142487388,70.7798409249935,70.7598244230417,70.7018427179354,70.6456597134001,70.6504549444907,70.6671525161682,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Mexico,MEX,56.6807498040544,60.7016373322396,63.9063714068423,64.3006034294155,64.6882609816069,65.0640739342644,65.4210503693001,65.7502930247236,66.0458322543903,66.2635414028696,66.4750861537455,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,"Micronesia, Fed. Sts.",FSM,52.3164920949642,55.9609799687244,58.8514813389765,59.2553273625695,59.809796265512,60.3354492140324,60.8223563672832,61.2430899389511,61.5791943159729,61.8685497012493,62.0726900629121,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Moldova,MDA,63.7924381478402,67.122358036214,73.0877872286403,73.3369062066882,73.6087593761466,73.8954459861212,74.166323670838,74.3375269260792,74.3347483263567,73.9568943602436,73.3965786041313,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Mongolia,MNG,55.4075851191198,61.5373257096331,69.1777015158403,69.2339225480619,68.9999623395266,68.6674773099246,68.249772490186,67.7899966346272,67.3351972553787,66.748772378128,66.3014643748129,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Montenegro,MNE,66.3163697028628,66.9870917269705,67.5678973496111,67.7877892308801,67.8199934129113,67.8465035936307,67.8464472630897,67.7870996727601,67.6480233309667,67.4369844817575,67.1203256168914,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Morocco,MAR,56.3921351609638,61.2070259085899,65.0984996919496,65.3634247515068,65.6375762455034,65.8041994565934,65.8833708516975,65.921268560405,65.9443946184218,65.8717832174394,65.8380736427233,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Mozambique,MOZ,49.6841816989566,51.9605027472526,51.0930573515298,51.1437796444921,51.1563472560353,51.2180737594369,51.3249945941595,51.4760155873161,51.6682897969208,51.8356767913506,52.0514995634813,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Myanmar,MMR,58.0562321159349,63.0374005146103,64.9185121732249,65.1202482754969,65.4845186236212,65.8134796193362,66.1280620995924,66.4567618994942,66.8042327341622,67.1156761502169,67.437263082383,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Namibia,NAM,52.9438916739474,56.1968706710045,57.9433234754614,58.1722092611255,58.5338828256277,58.8267590839662,59.0642429160983,59.2802928057117,59.4961742871031,59.5939126826371,59.7523318785979,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Nauru,NRU,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Nepal,NPL,54.0409333501019,55.2422735589211,57.627888423301,58.0798705938544,58.8288232210995,59.6482449771564,60.4891173261972,61.2764266631774,61.968914878769,62.6801729896703,63.2976941339494,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Netherlands,NLD,69.0666460502886,67.9500706634883,67.2366738145103,67.0402783877664,66.7788592007099,66.4184221960743,66.0086501546138,65.630335460985,65.3242002139623,65.040274133722,64.807872627853,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,New Caledonia,NCL,63.174447984828,65.1215994663435,66.4722548936394,66.577436792186,66.8220390564563,67.0134546510502,67.1608964103113,67.2926624406302,67.4262610046415,67.4600351331429,67.5271035818356,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,New Zealand,NZL,65.6457942682124,65.4683248168761,66.5238573908715,66.4497666165835,66.215194987286,66.0102651383484,65.8158324233591,65.6095429960365,65.38199323355,65.1796363439754,64.9124764281152,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Nicaragua,NIC,51.0536570182878,56.5320733127026,61.9705074364948,62.4766305379329,62.9962533274103,63.5359431883845,64.0597724726598,64.5157954019598,64.8803895406718,65.2453817345504,65.5221057835837,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Niger,NER,49.2236792825933,49.3836900695527,47.6585776082112,47.5671480175614,47.4133758258893,47.3175004627323,47.2647952619213,47.2444408537421,47.2554884626877,47.2190932060277,47.2483101731182,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Nigeria,NGA,52.1480846622968,53.5834773256563,53.251052846203,53.2320732158868,53.1294004811334,53.061118433937,53.0350123110259,53.0633739214909,53.1488409781506,53.1654897552358,53.2576351166428,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Norway,NOR,64.7187556285957,64.7600651380516,66.2355246748619,66.301102892868,66.2151206798455,66.1212963190195,66.0103669397162,65.8787182331964,65.7346500928106,65.5807169741949,65.4047973539328,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Oman,OMN,52.464683030196,60.4631147125363,70.8200164970367,71.6222800891677,72.8628584349519,73.8763636321654,74.6203200285816,75.1343183726024,75.5133446513056,75.6396389229522,75.832383933436,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Pakistan,PAK,53.0889207024897,54.8131355677856,59.0700168177615,59.3996241162547,59.5806354839227,59.8219352086635,60.0827416503518,60.3124163264582,60.4957501620032,60.6166521558857,60.7269639659387,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Panama,PAN,59.3692293310142,62.4972321651613,63.9790634424629,64.0966155781888,64.1830614636999,64.2851539039338,64.3937597923335,64.4956206297871,64.5841064644722,64.6335420447438,64.6938566876829,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Papua New Guinea,PNG,55.0446214624006,57.1166583097371,58.0879566263694,58.3185089865436,58.5225662604129,58.792873372525,59.1066349790231,59.4284782262531,59.738744227303,60.0015386535371,60.25542826574,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Paraguay,PRY,54.6552684051373,57.3367529748996,61.5456808005827,61.960985700683,62.3265371557933,62.7543277633202,63.1944526071262,63.5700206208726,63.8457301337723,64.084157930016,64.2228345056749,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Peru,PER,57.5033200226989,60.7609203963484,64.1399083157989,64.4400460194829,64.6780212183546,64.8651648070428,65.0134222277011,65.1470034533554,65.2792324590458,65.3633198053279,65.4634400818144,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Philippines,PHL,55.9188409486069,58.2605845511327,61.3956867619967,61.9610666868786,62.2464087699629,62.5290737341757,62.7829285948181,63.0027892779911,63.1989068739671,63.3477481300805,63.481605507687,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Poland,POL,64.9287504453023,68.4178374363287,71.3030389926959,71.3103523533741,71.0657046131976,70.7832320790834,70.4397799905825,70.0125035711432,69.5045470265875,69.00863872065,68.4197114269181,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Portugal,PRT,65.8191276143143,67.6591196410432,66.5132671507913,66.3506291258027,66.1473102482464,65.9274807237809,65.6866084569108,65.4351453438623,65.1844948871106,65.0184585311446,64.8630341083107,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Puerto Rico,PRI,63.1002778587114,65.1210423450024,66.20420998564,66.4076909230867,66.4682933619352,66.542567346824,66.6346049838928,66.7361096960781,66.8284913853176,66.8812397710627,66.8950960257769,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Qatar,QAT,70.4127443881246,72.5887142116647,85.1968216849596,85.8716979944664,85.6769843457199,85.6155383471877,85.4797191523738,85.2672169486515,85.0838935031849,84.929979095682,84.8158029047318,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Romania,ROU,65.8457252136956,67.8562054594044,68.6755645746632,68.5340126564388,68.3876586405526,68.2428535061403,68.0817378697772,67.8671765350526,67.5835696620668,67.2701039832829,66.8858596944425,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Russian Federation,RUS,66.7916259504533,69.3134093343234,72.0583315305984,72.0224844219893,71.7919642164366,71.3715171608162,70.8289261568625,70.2513709906147,69.6787370822101,68.9174213370207,68.2161211276186,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Rwanda,RWA,48.4025673464074,52.4808979350469,55.5580656612925,55.5749078594166,55.5827932314265,55.7168774104161,55.9363265806314,56.1712337478671,56.3906282554454,56.6432848209542,56.8883884687003,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Samoa,WSM,55.7826679601636,54.8044212817135,56.4563427223443,56.6574474369647,56.6829190312525,56.8479972937831,57.0778529752512,57.2806698216236,57.420300476365,57.6784112748239,57.8084911423335,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Sao Tome and Principe,STP,47.4594575610441,50.3145606972281,52.0832723504651,52.2291390122213,52.4837807606264,52.7095670051233,52.9407361864792,53.2138487760501,53.5481429586864,53.8812465609524,54.2742760379196,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Saudi Arabia,SAU,55.2022118214728,58.8011873449021,66.536002561297,67.232278978283,68.203804657692,69.0728715184236,69.8254896829719,70.4495852417291,70.9481726229725,71.3014970060901,71.539849475137,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Senegal,SEN,50.0726413210198,52.0203556193351,53.5726911428065,53.656303244546,53.6883942527241,53.7361259116549,53.7932001541041,53.8605198324143,53.9449304713616,54.0058685612032,54.1101211079705,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Serbia,SRB,66.6412928200735,65.9654612882163,68.0519916917786,68.167836064833,68.1131310579596,67.9307007805306,67.6582907474764,67.3482832082796,67.0271870283168,66.6033074745442,66.1799445633471,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Seychelles,SYC,57.4719642048029,63.6196719695383,69.1895335808599,69.5290192002626,69.8760807544047,70.1424933629517,70.2646472268636,70.2350569412572,70.0507776663609,69.5844122766057,69.1556625183403,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Sierra Leone,SLE,52.1755716162761,53.0768045988243,53.3988615366086,53.6187356008621,53.7031368067357,53.8836461697376,54.1371024514456,54.4358357670018,54.7648239435403,55.0596861356996,55.3712533140529,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Singapore,SGP,72.9410316058697,71.1986836860878,73.3332151852032,73.6399177652194,73.6326793362541,73.5270324673428,73.3420919158706,73.1005322353112,72.8109527606823,72.4719361915747,72.0967152018868,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Slovak Republic,SVK,64.3743521263492,68.9949883418151,72.2273645416471,72.2125591242816,72.015493229291,71.7865008205543,71.4975493674806,71.1226778033813,70.65913410468,70.1544096874886,69.5610337058356,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Slovenia,SVN,68.6295246548805,70.0899522705317,69.5640809973745,69.2759714605353,68.8621900073828,68.5227554006766,68.1921999652489,67.7821372434924,67.2556907018934,66.6676612787567,65.9758574137394,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Solomon Islands,SLB,51.7688558234992,55.241402877785,55.8550144454628,55.9228102086057,56.0198586396943,56.2001047991863,56.4395142614279,56.7122035641803,57.0051507961095,57.3226741227756,57.6504515468403,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Somalia,SOM,52.9021553267678,50.2071524552185,49.5200457123725,49.7053277783046,49.7712121792301,49.9532426767753,50.1995492200215,50.4412635863281,50.6462803156341,50.7487360661366,50.8364409538313,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,South Africa,ZAF,57.3755265667879,62.3664200178817,64.7202169680698,64.8862957581016,65.0423500018636,65.1915565530483,65.3293698657082,65.4560337484136,65.5734829532172,65.6131047933845,65.6705759364944,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,South Sudan,SSD,53.0013880603923,52.1453123395679,53.0421738231706,53.2942155071643,53.4280352386869,53.6223576845736,53.8678361599966,54.1459171131382,54.4457915647489,54.6579312927356,54.8852256022998,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Spain,ESP,66.598819694713,68.5465409238785,68.3907560002059,68.1837446405248,67.7585356610049,67.3497682458038,66.9571701112476,66.5792338723069,66.2145620089839,66.0551114906204,65.8761240403025,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Sri Lanka,LKA,62.4265502838968,67.0275878878953,67.3451610618256,67.2542261242785,67.0294935022698,66.7799225001475,66.5293417773355,66.306880808768,66.1259561147898,66.0176035839521,65.918823167233,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,St. Lucia,LCA,55.9887107862648,60.1819699392796,67.6550385330542,68.1208714798934,68.7594919232362,69.3356593359453,69.8736194922009,70.3873121680525,70.8610317935059,71.1293992079319,71.3951823935944,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,St. Vincent and the Grenadines,VCT,55.8550765080694,61.6257947320618,66.2526429480197,66.7575355623656,67.0672483331961,67.4054222157178,67.7314306622759,67.9865029216237,68.1421588780777,68.3636894284177,68.4832161023504,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Sudan,SDN,51.5602610535553,53.1308577978377,53.597037843494,53.7158229362371,53.9213287656828,54.1659738853297,54.4424467918762,54.7425052360473,55.0566949433063,55.3343014603666,55.6294831932141,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Suriname,SUR,61.4245886833942,62.1632549376575,64.7171924190243,65.0859242391699,65.3862288346824,65.6652584266316,65.9226969440041,66.1592399001328,66.378649621842,66.5057811335893,66.6321738296989,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Sweden,SWE,64.251339732175,64.2740192126679,65.4301003341609,65.2735073536491,64.9883708793635,64.5697206774995,64.0538511387175,63.5409648670874,63.1051772585116,62.766569626755,62.4799497028515,..
Population ages 15-64 (% of total),SP.POP.1564.TO.ZS,Switzerland,CHE,68.3921382974101,67.2531305591405,68.1124122917954,68.0443658435405,67.9412101829146,67.8050019485362,67.6274248789513,67.4237319811136,67.218645133056,66.9424032334258,66.6893660397794,..
